Liquidity_ItemId;Liquidity_ItemDescription;VersionVersion;TimeDATE;TimeMonth;TimeMonth;Transaction_CurrencyId;Transaction_CurrencyDescription;Company_CodeId;Company_CodeDescription;Amount;AmountUnit
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2017;201710;20171001;EUR;Euro;4000;BestRun Switzerland;175.72;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2018;201808;20180801;EUR;Euro;4000;BestRun Switzerland;99.95;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2020;202010;20201001;GBP;Pound Sterling;2000;BestRun UK;82.95;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2019;201905;20190501;CHF;Swiss Franc;4000;BestRun Switzerland;111.52;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2019;201907;20190701;USD;US Dollar;4000;BestRun Switzerland;108.92;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2018;201801;20180101;USD;US Dollar;3000;BestRun USA;131.3;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2018;201811;20181101;CHF;Swiss Franc;4000;BestRun Switzerland;94.58;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2017;201701;20170101;GBP;Pound Sterling;2000;BestRun UK;229.6;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2021;202112;20211201;GBP;Pound Sterling;2000;BestRun UK;111.46;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2015;201507;20150701;GBP;Pound Sterling;4000;BestRun Switzerland;212.95;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2020;202008;20200801;USD;US Dollar;4000;BestRun Switzerland;58.25;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2019;201907;20190701;EUR;Euro;1000;BestRun Germany;127.37;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2017;201704;20170401;USD;US Dollar;3000;BestRun USA;167.75;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2019;201906;20190601;USD;US Dollar;3000;BestRun USA;143.13;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2018;201801;20180101;GBP;Pound Sterling;4000;BestRun Switzerland;125.74;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2022;202210;20221001;GBP;Pound Sterling;4000;BestRun Switzerland;552.85;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2015;201508;20150801;EUR;Euro;1000;BestRun Germany;140.52;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2016;201603;20160301;GBP;Pound Sterling;4000;BestRun Switzerland;198.59;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2015;201506;20150601;GBP;Pound Sterling;4000;BestRun Switzerland;104.58;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2017;201711;20171101;USD;US Dollar;3000;BestRun USA;166.81;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2015;201505;20150501;EUR;Euro;4000;BestRun Switzerland;165.15;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2022;202208;20220801;USD;US Dollar;3000;BestRun USA;627.15;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2016;201611;20161101;GBP;Pound Sterling;4000;BestRun Switzerland;143.19;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2015;201507;20150701;USD;US Dollar;4000;BestRun Switzerland;194.15;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2017;201708;20170801;GBP;Pound Sterling;4000;BestRun Switzerland;202.47;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2022;202202;20220201;EUR;Euro;1000;BestRun Germany;248.21;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2021;202101;20210101;GBP;Pound Sterling;2000;BestRun UK;85.56;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2020;202004;20200401;EUR;Euro;4000;BestRun Switzerland;110.46;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2018;201810;20181001;GBP;Pound Sterling;4000;BestRun Switzerland;68.07;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2022;202202;20220201;USD;US Dollar;3000;BestRun USA;212.12;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2022;202210;20221001;EUR;Euro;1000;BestRun Germany;448.4;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2022;202209;20220901;USD;US Dollar;3000;BestRun USA;364.29;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2015;201503;20150301;CHF;Swiss Franc;4000;BestRun Switzerland;115.67;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2016;201611;20161101;CHF;Swiss Franc;4000;BestRun Switzerland;138.01;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2016;201603;20160301;CHF;Swiss Franc;4000;BestRun Switzerland;204.31;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2022;202201;20220101;GBP;Pound Sterling;4000;BestRun Switzerland;137.35;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2021;202110;20211001;GBP;Pound Sterling;4000;BestRun Switzerland;158.53;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2015;201511;20151101;EUR;Euro;1000;BestRun Germany;214.49;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2018;201805;20180501;USD;US Dollar;4000;BestRun Switzerland;75.75;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2016;201606;20160601;USD;US Dollar;4000;BestRun Switzerland;258.34;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2016;201604;20160401;USD;US Dollar;3000;BestRun USA;243.65;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2015;201512;20151201;EUR;Euro;1000;BestRun Germany;190.27;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2020;202009;20200901;USD;US Dollar;3000;BestRun USA;75.42;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2017;201703;20170301;EUR;Euro;1000;BestRun Germany;143.43;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2019;201912;20191201;USD;US Dollar;3000;BestRun USA;141.12;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2021;202101;20210101;EUR;Euro;4000;BestRun Switzerland;81.39;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2017;201707;20170701;USD;US Dollar;4000;BestRun Switzerland;156.76;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2018;201809;20180901;EUR;Euro;4000;BestRun Switzerland;88.94;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2016;201606;20160601;EUR;Euro;4000;BestRun Switzerland;245.7;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2021;202110;20211001;USD;US Dollar;3000;BestRun USA;145.05;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2018;201810;20181001;GBP;Pound Sterling;2000;BestRun UK;64.43;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2019;201903;20190301;EUR;Euro;4000;BestRun Switzerland;134.82;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2021;202112;20211201;GBP;Pound Sterling;4000;BestRun Switzerland;92.75;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2021;202103;20210301;EUR;Euro;1000;BestRun Germany;107.51;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2019;201902;20190201;GBP;Pound Sterling;2000;BestRun UK;147.85;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2021;202105;20210501;CHF;Swiss Franc;4000;BestRun Switzerland;139.3;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2019;201909;20190901;GBP;Pound Sterling;4000;BestRun Switzerland;100.08;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2022;202208;20220801;USD;US Dollar;4000;BestRun Switzerland;684.27;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2021;202109;20210901;CHF;Swiss Franc;4000;BestRun Switzerland;162.77;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2015;201511;20151101;USD;US Dollar;3000;BestRun USA;242.08;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2016;201607;20160701;USD;US Dollar;4000;BestRun Switzerland;183.33;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2015;201505;20150501;GBP;Pound Sterling;2000;BestRun UK;167.73;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2016;201604;20160401;CHF;Swiss Franc;4000;BestRun Switzerland;235.37;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2018;201805;20180501;GBP;Pound Sterling;4000;BestRun Switzerland;75.87;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2016;201606;20160601;EUR;Euro;1000;BestRun Germany;229.1;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2017;201710;20171001;CHF;Swiss Franc;4000;BestRun Switzerland;160.36;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2019;201911;20191101;USD;US Dollar;4000;BestRun Switzerland;156.03;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2016;201610;20161001;GBP;Pound Sterling;4000;BestRun Switzerland;160.08;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2022;202207;20220701;USD;US Dollar;4000;BestRun Switzerland;515.85;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2018;201802;20180201;GBP;Pound Sterling;2000;BestRun UK;160.38;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2019;201903;20190301;USD;US Dollar;3000;BestRun USA;141.75;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2019;201909;20190901;USD;US Dollar;4000;BestRun Switzerland;93.14;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2021;202110;20211001;CHF;Swiss Franc;4000;BestRun Switzerland;155.66;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2019;201909;20190901;EUR;Euro;4000;BestRun Switzerland;96.02;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2017;201712;20171201;USD;US Dollar;3000;BestRun USA;150.45;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2016;201607;20160701;EUR;Euro;4000;BestRun Switzerland;173.78;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2016;201607;20160701;GBP;Pound Sterling;2000;BestRun UK;233.51;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2017;201710;20171001;EUR;Euro;1000;BestRun Germany;162.43;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2016;201604;20160401;GBP;Pound Sterling;2000;BestRun UK;254.72;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2021;202101;20210101;GBP;Pound Sterling;4000;BestRun Switzerland;86.58;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2015;201512;20151201;GBP;Pound Sterling;4000;BestRun Switzerland;170.61;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2019;201902;20190201;USD;US Dollar;4000;BestRun Switzerland;136.24;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2019;201905;20190501;USD;US Dollar;4000;BestRun Switzerland;121.31;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2015;201503;20150301;EUR;Euro;4000;BestRun Switzerland;117.54;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2021;202103;20210301;USD;US Dollar;3000;BestRun USA;107.28;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2017;201711;20171101;EUR;Euro;4000;BestRun Switzerland;170.66;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2020;202006;20200601;GBP;Pound Sterling;4000;BestRun Switzerland;162.94;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2020;202012;20201201;GBP;Pound Sterling;2000;BestRun UK;121.56;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2015;201502;20150201;USD;US Dollar;3000;BestRun USA;128.52;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2016;201607;20160701;EUR;Euro;1000;BestRun Germany;213.27;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2021;202108;20210801;CHF;Swiss Franc;4000;BestRun Switzerland;98.22;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2022;202204;20220401;EUR;Euro;4000;BestRun Switzerland;186.71;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2015;201508;20150801;USD;US Dollar;4000;BestRun Switzerland;186.48;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2021;202107;20210701;EUR;Euro;4000;BestRun Switzerland;82.04;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2022;202211;20221101;USD;US Dollar;4000;BestRun Switzerland;484.39;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2020;202009;20200901;GBP;Pound Sterling;4000;BestRun Switzerland;77.17;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2022;202209;20220901;GBP;Pound Sterling;4000;BestRun Switzerland;348.89;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2015;201510;20151001;GBP;Pound Sterling;4000;BestRun Switzerland;146.06;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2021;202101;20210101;USD;US Dollar;3000;BestRun USA;77.17;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2020;202005;20200501;GBP;Pound Sterling;4000;BestRun Switzerland;87.7;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2020;202008;20200801;GBP;Pound Sterling;2000;BestRun UK;61.84;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2018;201805;20180501;USD;US Dollar;3000;BestRun USA;73.22;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2016;201606;20160601;CHF;Swiss Franc;4000;BestRun Switzerland;226;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2020;202011;20201101;GBP;Pound Sterling;4000;BestRun Switzerland;84.21;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2021;202109;20210901;USD;US Dollar;4000;BestRun Switzerland;166.27;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2020;202008;20200801;CHF;Swiss Franc;4000;BestRun Switzerland;54.84;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2016;201608;20160801;USD;US Dollar;4000;BestRun Switzerland;171.71;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2018;201807;20180701;EUR;Euro;4000;BestRun Switzerland;141.34;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2018;201809;20180901;CHF;Swiss Franc;4000;BestRun Switzerland;93.86;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2021;202111;20211101;CHF;Swiss Franc;4000;BestRun Switzerland;140.71;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2015;201501;20150101;USD;US Dollar;3000;BestRun USA;85.63;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2022;202212;20221201;GBP;Pound Sterling;2000;BestRun UK;567.2;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2017;201703;20170301;USD;US Dollar;4000;BestRun Switzerland;135.83;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2018;201812;20181201;GBP;Pound Sterling;4000;BestRun Switzerland;143.03;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2015;201512;20151201;GBP;Pound Sterling;2000;BestRun UK;198.07;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2022;202207;20220701;EUR;Euro;1000;BestRun Germany;420.05;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2022;202210;20221001;CHF;Swiss Franc;4000;BestRun Switzerland;473.61;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2021;202112;20211201;EUR;Euro;4000;BestRun Switzerland;87.4;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2016;201608;20160801;CHF;Swiss Franc;4000;BestRun Switzerland;139.18;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2020;202006;20200601;EUR;Euro;1000;BestRun Germany;155.04;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2016;201601;20160101;USD;US Dollar;4000;BestRun Switzerland;191.54;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2018;201810;20181001;USD;US Dollar;3000;BestRun USA;64.14;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2019;201901;20190101;CHF;Swiss Franc;4000;BestRun Switzerland;91.26;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2020;202010;20201001;GBP;Pound Sterling;4000;BestRun Switzerland;84.77;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2020;202002;20200201;GBP;Pound Sterling;4000;BestRun Switzerland;91.61;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2015;201510;20151001;CHF;Swiss Franc;4000;BestRun Switzerland;147.78;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2015;201501;20150101;EUR;Euro;1000;BestRun Germany;76.65;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2017;201702;20170201;EUR;Euro;1000;BestRun Germany;189.59;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2022;202205;20220501;CHF;Swiss Franc;4000;BestRun Switzerland;180.5;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2021;202107;20210701;USD;US Dollar;4000;BestRun Switzerland;74.31;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2016;201602;20160201;EUR;Euro;4000;BestRun Switzerland;211.41;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2017;201709;20170901;USD;US Dollar;4000;BestRun Switzerland;110.32;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2015;201503;20150301;USD;US Dollar;4000;BestRun Switzerland;106.54;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2021;202109;20210901;EUR;Euro;1000;BestRun Germany;163.96;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2017;201706;20170601;USD;US Dollar;3000;BestRun USA;178.12;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2017;201702;20170201;USD;US Dollar;3000;BestRun USA;206.9;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2020;202009;20200901;EUR;Euro;4000;BestRun Switzerland;77.04;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2016;201602;20160201;EUR;Euro;1000;BestRun Germany;189.34;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2017;201709;20170901;EUR;Euro;4000;BestRun Switzerland;108.39;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2016;201612;20161201;GBP;Pound Sterling;2000;BestRun UK;195.53;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2019;201910;20191001;EUR;Euro;4000;BestRun Switzerland;68.47;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2015;201505;20150501;CHF;Swiss Franc;4000;BestRun Switzerland;178.97;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2022;202211;20221101;CHF;Swiss Franc;4000;BestRun Switzerland;533.57;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2022;202201;20220101;GBP;Pound Sterling;2000;BestRun UK;164.01;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2022;202202;20220201;GBP;Pound Sterling;4000;BestRun Switzerland;213.27;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2016;201605;20160501;EUR;Euro;4000;BestRun Switzerland;222.26;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2022;202212;20221201;USD;US Dollar;4000;BestRun Switzerland;615.88;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2017;201706;20170601;CHF;Swiss Franc;4000;BestRun Switzerland;168.8;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2020;202004;20200401;USD;US Dollar;4000;BestRun Switzerland;96.65;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2019;201911;20191101;USD;US Dollar;3000;BestRun USA;132.29;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2018;201806;20180601;USD;US Dollar;4000;BestRun Switzerland;68.94;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/12/2020;202012;20201201;GBP;Pound Sterling;4000;BestRun Switzerland;153.01;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2022;202204;20220401;GBP;Pound Sterling;4000;BestRun Switzerland;186.94;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2015;201510;20151001;USD;US Dollar;4000;BestRun Switzerland;146.35;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2019;201905;20190501;EUR;Euro;1000;BestRun Germany;105.25;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2021;202103;20210301;GBP;Pound Sterling;4000;BestRun Switzerland;107.48;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/02/2015;201502;20150201;CHF;Swiss Franc;4000;BestRun Switzerland;119;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2017;201704;20170401;EUR;Euro;1000;BestRun Germany;161.59;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2016;201601;20160101;CHF;Swiss Franc;4000;BestRun Switzerland;177.5;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2017;201710;20171001;GBP;Pound Sterling;2000;BestRun UK;152.56;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2022;202201;20220101;EUR;Euro;4000;BestRun Switzerland;148.11;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2015;201504;20150401;USD;US Dollar;4000;BestRun Switzerland;91.18;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2016;201611;20161101;GBP;Pound Sterling;2000;BestRun UK;141.92;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2017;201709;20170901;USD;US Dollar;3000;BestRun USA;118.47;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/01/2016;201601;20160101;EUR;Euro;4000;BestRun Switzerland;193.55;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2020;202005;20200501;EUR;Euro;1000;BestRun Germany;82.36;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2020;202010;20201001;EUR;Euro;4000;BestRun Switzerland;92.64;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2016;201610;20161001;CHF;Swiss Franc;4000;BestRun Switzerland;150.17;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2015;201505;20150501;USD;US Dollar;4000;BestRun Switzerland;145.94;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2020;202011;20201101;EUR;Euro;4000;BestRun Switzerland;93.25;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/10/2019;201910;20191001;CHF;Swiss Franc;4000;BestRun Switzerland;70.75;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2017;201708;20170801;GBP;Pound Sterling;2000;BestRun UK;234.86;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2018;201806;20180601;EUR;Euro;4000;BestRun Switzerland;71.2;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/07/2017;201707;20170701;EUR;Euro;1000;BestRun Germany;176.63;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/03/2017;201703;20170301;GBP;Pound Sterling;4000;BestRun Switzerland;123.6;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2015;201506;20150601;GBP;Pound Sterling;2000;BestRun UK;144.28;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2015;201504;20150401;GBP;Pound Sterling;4000;BestRun Switzerland;85.84;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2020;202005;20200501;GBP;Pound Sterling;2000;BestRun UK;78.77;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2019;201909;20190901;EUR;Euro;1000;BestRun Germany;103.18;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2020;202008;20200801;USD;US Dollar;3000;BestRun USA;58.5;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/06/2019;201906;20190601;CHF;Swiss Franc;4000;BestRun Switzerland;135.32;CHF
ENERGY_PRICE;Energy Price / MWh;Actual;01/04/2016;201604;20160401;EUR;Euro;4000;BestRun Switzerland;232.26;EUR
ENERGY_PRICE;Energy Price / MWh;Actual;01/11/2021;202111;20211101;USD;US Dollar;4000;BestRun Switzerland;131.32;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/08/2021;202108;20210801;USD;US Dollar;4000;BestRun Switzerland;110.23;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/09/2022;202209;20220901;USD;US Dollar;4000;BestRun Switzerland;336.92;USD
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2016;201605;20160501;GBP;Pound Sterling;2000;BestRun UK;237.75;GBP
ENERGY_PRICE;Energy Price / MWh;Actual;01/05/2018;201805;20180501;EUR;Euro;1000;BestRun Germany;76.28;EUR
